"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",322000,90000,239000,397000,"2017-12-10 00:00:00",2000,"house","WI","GG",4,NULL,NULL,NULL,160,427,1,"level","Wainuiomata","none","none",-41.24258384465848,174.947870713464,28587,1096,4092,28587,1096,4092,28587,1096,4092,28587,4092
"","<redacted>",413000,231000,193000,566000,"2017-12-13 00:00:00",1900,"house","WI","AF",NULL,1,NULL,3,90,234,1,"steep_rise","Mount cook",NULL,"other",-41.30781581190842,174.77782071479453,2003,374,653,2003,374,653,2003,374,653,2003,653
"","<redacted>",565000,305000,268000,739000,"2017-12-07 00:00:00",1940,NULL,"WT","AA",NULL,2,NULL,3,160,674,1,"level","Vogeltown",NULL,NULL,-41.30691021921387,174.76758153159724,3046,758,1110,3046,758,1110,3046,758,1110,3046,1110
"","<redacted>",715000,232000,475000,756000,"2017-12-16 00:00:00",2000,"house","XT","GG",4,2,NULL,4,210,533,0,"level","Kelson","none","none",-41.18064310161541,174.93527826887023,25053,614,3568,25053,614,3568,25053,614,3568,25053,3568
"","<redacted>",625000,174000,462000,558000,"2017-12-15 00:00:00",2000,"house","WI","GG",NULL,2,NULL,3,170,352,1,"easy_to_moderate_fall","Ngaio","slight","other",-41.24704476423759,174.7767322248127,8960,264,2142,8960,264,2142,8960,264,2142,8960,2142
"","<redacted>",640000,214000,431000,866100,"2017-12-15 00:00:00",2000,"house","XT","GG",4,2,NULL,4,247,907,1,"level","Tawa","moderate","other",-41.17693382203334,174.83246042585662,16697,2735,3809,16697,2735,3809,16697,2735,3809,16697,3809
"","<redacted>",287000,116000,171000,422000,"2017-12-11 00:00:00",1950,"house","WI","AA",3,NULL,NULL,NULL,65,496,1,"level","Taita","none","none",-41.170011473495705,174.96744899626225,25183,920,3198,25183,920,3198,25183,920,3198,25183,3198
"","<redacted>",686000,335000,350000,933000,"2017-12-11 00:00:00",1890,"house","XI","AA",NULL,2,NULL,3,140,215,0,"easy_to_moderate_fall","Mount victoria","none","none",-41.3003826738962,174.78750850813694,1438,674,680,1438,674,680,1438,674,680,1438,680
"","<redacted>",768000,356000,412000,1005000,"2017-12-09 00:00:00",1930,"house","WI","GG",NULL,2,NULL,3,130,478,0,"level","Northland","slight","other",-41.28156243361652,174.75569930235704,5566,477,1493,5566,477,1493,5566,477,1493,5566,1493
"","<redacted>",338000,176000,160000,572500,"2017-12-16 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,110,821,0,"steep_rise","Johnsonville",NULL,"other",-41.23462187422192,174.79811603509245,13218,1193,3133,13218,1193,3133,13218,1193,3133,13218,3133
"","<redacted>",502000,182000,323000,544000,"2017-12-14 00:00:00",1980,"house","FT","AA",3,1,NULL,3,80,556,1,"easy_to_moderate_rise","Kelson","slight","other",-41.17027989181183,174.94294920820047,25508,476,3399,25508,476,3399,25508,476,3399,25508,3399
"","<redacted>",808000,453000,362000,982000,"2017-12-09 00:00:00",1910,"house","XI","AF",NULL,2,NULL,4,170,521,1,"level","Seatoun","none","none",-41.32061419289827,174.83735308802636,8391,198,1437,8391,198,1437,8391,198,1437,8391,1437
"","<redacted>",541000,163000,384000,660000,"2017-12-10 00:00:00",1990,NULL,"WT","GG",3,2,NULL,3,147,466,1,"level","Karori",NULL,NULL,-41.279589491730015,174.72688525861693,10072,652,2544,10072,652,2544,10072,652,2544,10072,2544
"","<redacted>",696000,372000,321000,957000,"2017-12-15 00:00:00",1900,"house","WI","AG",NULL,2,NULL,3,140,491,1,"steep_rise","Kelburn","moderate","water",-41.28834078738447,174.76352108043758,4671,488,1272,4671,488,1272,4671,488,1272,4671,1272
"","<redacted>",630000,268000,370000,708000,"2017-12-18 00:00:00",1970,"house","WT","AA",3,1,NULL,3,108,450,1,"level","Alicetown","none","none",-41.21905845926675,174.89602533549424,15858,710,2593,15858,710,2593,15858,710,2593,15858,2593
"","<redacted>",634000,224000,416000,761000,"2017-12-14 00:00:00",1900,NULL,"WI","AG",NULL,2,NULL,3,150,295,0,"steep_rise","Kelburn",NULL,NULL,-41.28445763081284,174.7574922879664,5218,422,1424,5218,422,1424,5218,422,1424,5218,1424
"","<redacted>",272000,127000,152000,423000,"2017-12-09 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,120,613,0,"level","Wainuiomata","none","none",-41.24151916651071,174.94917483615154,32132,556,4284,32132,556,4284,32132,556,4284,32132,4284
"","<redacted>",363000,148000,222000,566000,"2017-12-19 00:00:00",1970,NULL,"WI","AA",3,1,NULL,3,100,430,0,"easy_to_moderate_fall","Newlands",NULL,NULL,-41.22873392300591,174.8145037798615,11830,851,2839,11830,851,2839,11830,851,2839,11830,2839
"","<redacted>",702000,319000,391000,659000,"2017-12-19 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,220,577,0,"level","Avalon","none","none",-41.18995750157807,174.94447766698696,22360,1271,3921,22360,1271,3921,22360,1271,3921,22360,3921
"","<redacted>",958000,501000,460000,887000,"2017-12-14 00:00:00",1970,"house","WI","AA",NULL,2,NULL,4,190,577,1,"easy_to_moderate_rise","Wadestown","moderate","water",-41.2652305740899,174.7826091345074,4888,737,1670,4888,737,1670,4888,737,1670,4888,1670
"","<redacted>",337000,93000,249000,484500,"2017-12-13 00:00:00",2010,"house","II","GG",2,1,NULL,2,68,215,0,"level","Johnsonville","none","none",-41.23067561506358,174.80020300739335,11518,806,2582,11518,806,2582,11518,806,2582,11518,2582
"","<redacted>",601000,229000,383000,793000,"2017-12-18 00:00:00",1990,"house","WI","AA",NULL,2,NULL,4,210,1409,1,"easy_to_moderate_fall","Normandale",NULL,"water",-41.19462762836013,174.8899370401675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",552000,171000,390000,792000,"2017-12-10 00:00:00",1930,"house","WI","AA",3,2,NULL,3,130,519,1,"steep_rise","Karori","moderate","other",-41.28343290988101,174.72129521091045,7939,780,1950,7939,780,1950,7939,780,1950,7939,1950
"","<redacted>",422000,154000,275000,624000,"2017-12-18 00:00:00",2000,"house","RT","AA",NULL,2,NULL,3,140,273,0,"level","Newlands","slight","water",-41.2265645099548,174.83874352392363,13198,864,3257,13198,864,3257,13198,864,3257,13198,3257
"","<redacted>",468000,274000,199000,733000,"2017-12-17 00:00:00",1950,"house","WT","GG",NULL,2,NULL,3,170,1247,1,"level","Johnsonville","slight","other",-41.22079580975024,174.80484812347896,12401,856,2757,12401,856,2757,12401,856,2757,12401,2757
"","<redacted>",492000,211000,287000,603000,"2017-12-10 00:00:00",2000,NULL,"RM","GG",3,2,NULL,3,170,235,1,"easy_to_moderate_rise","Northland",NULL,NULL,-41.27674989947317,174.76371128137217,3804,390,1116,3804,390,1116,3804,390,1116,3804,1116
"","<redacted>",356000,129000,229000,422000,"2017-12-18 00:00:00",1970,"house","XI","AG",3,1,NULL,3,110,537,1,"level","Wainuiomata","none","none",-41.24573755282321,174.951400673551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",1003000,600000,402000,1609000,"2017-12-11 00:00:00",1900,"house","WI","AA",NULL,3,NULL,5,270,371,0,"easy_to_moderate_fall","Wellington","none","none",-41.28304779434187,174.77183504076035,1583,712,824,1583,712,824,1583,712,824,1583,824
"","<redacted>",659000,234000,426000,904000,"2017-12-20 00:00:00",1900,"house","XI","AA",NULL,2,NULL,3,150,238,0,"level","Aro valley","none","none",-41.290705877869435,174.76630007494333,1662,1095,928,1662,1095,928,1662,1095,928,1662,928
"","<redacted>",357000,135000,220000,544500,"2017-12-15 00:00:00",1950,"house","WT","AA",NULL,1,NULL,3,100,1095,0,"level","Tawa","none","none",-41.19153479299251,174.8254028819584,14935,499,2089,14935,499,2089,14935,499,2089,14935,2089
"","<redacted>",648000,230000,425000,860000,"2017-12-14 00:00:00",1900,"house","XI","AA",NULL,2,NULL,3,150,233,0,"level","Aro valley","none","none",-41.29606327623152,174.76323267067784,1670,1103,933,1670,1103,933,1670,1103,933,1670,933
"","<redacted>",671000,258000,417000,810000,"2017-12-14 00:00:00",1950,"house","BI","AA",4,2,NULL,4,213,506,1,"steep_rise","Korokoro",NULL,"water",-41.22222486757342,174.87190419469292,14380,1058,2413,14380,1058,2413,14380,1058,2413,14380,2413
"","<redacted>",547000,258000,292000,521000,"2017-12-18 00:00:00",1960,"house","WI","AA",4,1,NULL,3,120,598,1,"easy_to_moderate_fall","Maungaraki","slight","water",-41.21598425125616,174.87846949846218,16016,760,3076,16016,760,3076,16016,760,3076,16016,3076
"","<redacted>",294000,133000,172000,342000,"2017-12-14 00:00:00",1960,"house","WI","AA",NULL,1,NULL,2,70,809,0,"easy_to_moderate_rise","Wainuiomata","none","none",-41.25534013170182,174.93414161059061,24442,423,3234,24442,423,3234,24442,423,3234,24442,3234
"","<redacted>",362000,115000,256000,450000,"2017-12-16 00:00:00",1980,"house","FT","GG",NULL,1,NULL,3,120,505,1,"level","Stokes valley","moderate","other",-41.15659162071342,174.98671318867048,34265,726,4513,34265,726,4513,34265,726,4513,34265,4513
"","<redacted>",433000,184000,264000,438000,"2017-12-20 00:00:00",1940,"house","WT","AA",3,1,NULL,3,90,578,1,"level","Fairfield","none","none",-41.20724466638332,174.9324233640488,19742,653,2910,19742,653,2910,19742,653,2910,19742,2910
"","<redacted>",403000,155000,246000,529000,"2017-12-15 00:00:00",1960,"house","WI","GG",NULL,1,NULL,3,130,953,1,"easy_to_moderate_rise","Tawa","slight","other",-41.16702696438273,174.82976582467637,18173,1100,2507,18173,1100,2507,18173,1100,2507,18173,2507
"","<redacted>",775000,703000,71000,798000,"2017-12-16 00:00:00",1920,"house","BF","AA",NULL,2,NULL,4,230,448,0,"easy_to_moderate_fall","Wellington central","none","none",-41.28592157680184,174.77222769156177,1477,798,830,1477,798,830,1477,798,830,1477,830
"","<redacted>",343000,157000,197000,394000,"2017-12-13 00:00:00",1940,"house","WT","GG",NULL,1,NULL,3,100,727,1,"level","Taita","none","none",-41.174412232987336,174.9616790443408,25127,942,2797,25127,942,2797,25127,942,2797,25127,2797
"","<redacted>",617000,268000,348000,756360,"2017-12-19 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,120,379,0,"level","Berhampore","none","none",-41.32681959790637,174.777946973259,4488,448,1074,4488,448,1074,4488,448,1074,4488,1074
"","<redacted>",691000,419000,281000,714000,"2017-12-13 00:00:00",2000,"house","RT","GG",NULL,2,NULL,4,216,529,1,"easy_to_moderate_rise","Karori","moderate","other",-41.295877541479015,174.75042315734788,6447,789,1707,6447,789,1707,6447,789,1707,6447,1707
"","<redacted>",522000,230000,304000,784000,"2017-12-11 00:00:00",1910,"house","WI","GG",NULL,1,NULL,3,130,468,0,"level","Kilbirnie","none","none",-41.32297779861617,174.80204920396926,5072,558,1294,5072,558,1294,5072,558,1294,5072,1294
"","<redacted>",301000,194000,117000,446000,"2017-12-13 00:00:00",1940,"house","BI","AA",NULL,1,NULL,3,100,743,0,"level","Taita","none","none",-41.18037744029688,174.95398237361164,23386,697,2508,23386,697,2508,23386,697,2508,23386,2508
"","<redacted>",282000,109000,173000,241000,"2017-12-19 00:00:00",1960,"house","PT","AA",NULL,1,NULL,3,110,508,0,"level","Wainuiomata","none","none",-41.25954492180954,174.95203139711847,29140,1137,4219,29140,1137,4219,29140,1137,4219,29140,4219
"","<redacted>",437000,415000,33000,649000,"2017-12-14 00:00:00",1930,"house","WT","AA",NULL,1,NULL,3,90,624,0,"level","Waterloo","none","none",-41.2154194421526,174.9216460486602,18603,592,2538,18603,592,2538,18603,592,2538,18603,2538
"","<redacted>",443000,239000,206000,520000,"2017-12-13 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,90,1715,0,"easy_to_moderate_rise","Belmont","moderate","other",-41.182149399816396,174.91113540586215,24854,403,4209,24854,403,4209,24854,403,4209,24854,4209
"","<redacted>",388000,173000,212000,487000,"2017-12-20 00:00:00",1940,"house","FT","AA",3,1,NULL,3,90,675,1,"easy_to_moderate_rise","Taita","none","none",-41.1767942625789,174.9597214462213,24114,1352,3070,24114,1352,3070,24114,1352,3070,24114,3070
"","<redacted>",413000,117000,299000,628000,"2017-12-18 00:00:00",2000,"townhouse","WI","GG",3,2,NULL,3,124,432,1,"level","Broadmeadows","slight","water",-41.23045867764406,174.7917515990987,12240,434,2628,12240,434,2628,12240,434,2628,12240,2628
"","<redacted>",419000,253000,168000,505000,"2017-12-14 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,90,592,0,"level","Belmont","none","none",-41.18828878235865,174.93879552539934,23879,1654,4287,23879,1654,4287,23879,1654,4287,23879,4287
"","<redacted>",601000,200000,409000,787000,"2017-12-15 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,110,506,1,"level","Karori","none","none",-41.28156987741724,174.732865055306,7700,854,1990,7700,854,1990,7700,854,1990,7700,1990
"","<redacted>",448000,204000,248000,766000,"2017-12-14 00:00:00",1970,"house","WI","GG",NULL,2,NULL,3,160,559,0,"easy_to_moderate_fall","Johnsonville","none","none",-41.21922645931062,174.80703102474135,12819,960,2993,12819,960,2993,12819,960,2993,12819,2993
"","<redacted>",387000,160000,229000,505000,"2017-12-17 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,130,493,1,"easy_to_moderate_fall","Newlands","moderate","other",-41.228619529369155,174.8284310743315,13312,621,2980,13312,621,2980,13312,621,2980,13312,2980
"","<redacted>",720000,452000,262000,682000,"2017-12-16 00:00:00",1920,"house","WI","AA",3,2,NULL,4,167,430,1,"level","Hutt central","none","none",-41.20200074771602,174.92049479023598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",519000,227000,297000,670000,"2017-12-19 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,100,650,0,"easy_to_moderate_rise","Aro valley","none","none",-41.29308182091379,174.76511217469715,4438,715,1482,4438,715,1482,4438,715,1482,4438,1482
"","<redacted>",432000,175000,270000,648170,"2017-12-16 00:00:00",1970,"house","WI","AA",NULL,2,NULL,3,134,455,1,"easy_to_moderate_fall","Paparangi","moderate","other",-41.22093560246872,174.81627653713758,12653,399,2661,12653,399,2661,12653,399,2661,12653,2661
"","<redacted>",730000,572000,150000,980000,"2017-12-18 00:00:00",1950,"house","WI","AA",NULL,2,NULL,4,190,1178,1,"steep_fall","Karori","moderate","water",-41.29207526426076,174.7515517591642,5686,974,1808,5686,974,1808,5686,974,1808,5686,1808
"","<redacted>",305000,121000,191000,338000,"2017-12-12 00:00:00",1980,"house","FI","AA",NULL,1,NULL,3,80,500,0,"level","Wainuiomata","none","none",-41.25535832229332,174.9339071514149,25618,792,3569,25618,792,3569,25618,792,3569,25618,3569
"","<redacted>",549000,151000,399000,817000,"2017-12-23 00:00:00",2010,"house","WI","GG",NULL,2,NULL,4,202,370,1,"level","Johnsonville","moderate","other",-41.2176325078581,174.78766167257726,14346,1406,3842,14346,1406,3842,14346,1406,3842,14346,3842
"","<redacted>",647000,347000,295000,655000,"2017-12-20 00:00:00",1950,"house","WI","AA",2,1,NULL,3,100,537,1,"level","Epuni","none","none",-41.213788436107606,174.9266536808092,18560,850,2710,18560,850,2710,18560,850,2710,18560,2710
"","<redacted>",567000,232000,342000,785000,"2017-12-13 00:00:00",1920,"house","RF","AA",NULL,2,NULL,3,130,296,1,"level","Island bay","none","none",-41.3416154117569,174.77754084185116,6778,456,1414,6778,456,1414,6778,456,1414,6778,1414
"","<redacted>",656000,270000,382000,883000,"2017-12-19 00:00:00",1930,"house","WI","GA",NULL,2,NULL,4,181,506,1,"level","Strathmore park","none","none",-41.33044440837783,174.82130747248883,7374,414,1308,7374,414,1308,7374,414,1308,7374,1308
"","<redacted>",464000,176000,288000,657000,"2017-12-21 00:00:00",1980,"house","FT","GG",NULL,3,NULL,4,250,768,1,"easy_to_moderate_rise","Tawa","slight","other",-41.15443550720217,174.82685603245858,18654,977,2792,18654,977,2792,18654,977,2792,18654,2792
"","<redacted>",521000,223000,311000,530000,"2017-12-18 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,200,809,0,"steep_fall","Kelson",NULL,"other",-41.1888406588453,174.93273279965462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",618000,183000,434000,834000,"2017-12-22 00:00:00",2010,"house","WI","GG",4,2,NULL,4,181,527,1,"level","Woodridge","none","none",-41.21529191034243,174.83452699891203,13231,845,3230,13231,845,3230,13231,845,3230,13231,3230
"","<redacted>",546000,136000,414000,694700,"2017-12-19 00:00:00",1970,"house","WI","GA",NULL,2,NULL,4,200,523,0,"easy_to_moderate_fall","Ngaio","moderate","other",-41.23868106067145,174.76312703227492,9142,1350,2420,9142,1350,2420,9142,1350,2420,9142,2420
"","<redacted>",479000,253000,226000,515000,"2017-12-19 00:00:00",1950,"house","RI","AA",NULL,1,NULL,3,100,832,0,"easy_to_moderate_fall","Normandale","moderate","other",-41.20173991113883,174.89008723743703,19487,366,3340,19487,366,3340,19487,366,3340,19487,3340
"","<redacted>",578000,264000,319000,719000,"2017-12-26 00:00:00",1890,"house","WI","AA",NULL,1,NULL,2,70,163,1,"steep_fall","Thorndon","none","none",-41.272755567869005,174.76765082258146,3166,765,1198,3166,765,1198,3166,765,1198,3166,1198
"","<redacted>",482000,156000,336000,481000,"2017-12-22 00:00:00",1940,"house","CT","GG",NULL,1,NULL,3,110,472,0,"easy_to_moderate_fall","Ngaio","none","none",-41.245349079528715,174.76918652521255,8515,458,1927,8515,458,1927,8515,458,1927,8515,1927
"","<redacted>",589000,315000,277000,879400,"2017-12-23 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,100,703,1,"easy_to_moderate_rise","Northland",NULL,"other",-41.27951178108131,174.7571184017234,5687,549,1613,5687,549,1613,5687,549,1613,5687,1613
"","<redacted>",929000,575000,350000,1180000,"2017-12-24 00:00:00",1910,"house","WI","GA",3,2,NULL,3,140,680,1,"level","Karaka bays",NULL,"water",-41.30542188619454,174.83385880492432,11028,515,2048,11028,515,2048,11028,515,2048,11028,2048
"","<redacted>",759000,259000,508000,721000,"2017-12-26 00:00:00",1970,"house","RT","AG",6,3,NULL,4,260,1363,1,"level","Kelson",NULL,"water",-41.18304740236869,174.93209584760137,24160,773,3845,24160,773,3845,24160,773,3845,24160,3845
"","<redacted>",513000,222000,304000,765000,"2017-12-25 00:00:00",1940,"house","WT","AA",3,2,NULL,3,130,599,1,"easy_to_moderate_fall","Karori","moderate","other",-41.28243093309012,174.7386241604832,6631,1132,1990,6631,1132,1990,6631,1132,1990,6631,1990
"","<redacted>",414000,237000,171000,610000,"2017-12-25 00:00:00",1960,"house","XI","AA",NULL,1,NULL,3,120,676,1,"level","Churton park","none","none",-41.21593793166325,174.80760457981924,12490,708,2876,12490,708,2876,12490,708,2876,12490,2876
"","<redacted>",629000,399000,240000,611000,"2017-12-29 00:00:00",1920,"house","WI","AA",3,1,NULL,3,90,427,0,"level","Petone","none","none",-41.22351108451277,174.89082911315208,15668,741,2749,15668,741,2749,15668,741,2749,15668,2749
"","<redacted>",956000,692000,260000,942000,"2018-01-03 00:00:00",1920,"house","WI","AA",4,2,NULL,4,180,786,0,"level","Woburn","none","none",-41.21954737723063,174.90570145006285,18323,917,2816,18323,917,2816,18323,917,2816,18323,2816
"","<redacted>",548000,126000,422000,730500,"2018-01-02 00:00:00",2010,"house","XI","GG",4,2,NULL,4,190,372,1,"easy_to_moderate_rise","Newlands",NULL,"other",-41.226803417915626,174.81839473992105,13251,924,3088,13251,924,3088,13251,924,3088,13251,3088
"","<redacted>",460000,160000,293000,670000,"2018-01-02 00:00:00",1940,"house","WF","GA",2,1,NULL,3,80,1308,1,"easy_to_moderate_fall","Strathmore park",NULL,"other",-41.328019670627725,174.82771607900017,9142,660,1843,9142,660,1843,9142,660,1843,9142,1843
"","<redacted>",568000,171000,394000,772000,"2018-01-06 00:00:00",2000,"house","XI","GG",4,2,NULL,4,210,333,1,"steep_fall","Johnsonville",NULL,"other",-41.22776491490641,174.81327925668117,11113,1001,2873,11113,1001,2873,11113,1001,2873,11113,2873
